,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
75,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"POSITIVE
   Absolutely incredible lunch experience. High touch from the get go with an epic ending - apple brandy. It was a real treat getting a tour of the kitchen during go time. Fabulous. Just awesome.",30-May-15,Greg
76,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"RATED
  The interiors are gorgeous, with an art deco design and large windows that provide a great view.
The vegetarian tasting menu was full of innovative dishes like a grain free celery root risotto and turnips cooked four ways in turnip broth. They also had twists on classic New York dishes like the Waldorf Salad and a vegetarian take on Oysters Rockefeller, which was quite interesting. The review on my blog has more details about the meal, so do check it out. 

It was a long, but divine 3 and a half hour experience, not to mention the food coma that came afterwards!

veggiebuzz.com",4-May-15,VeggieBuzz
78,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"RATED
  The last night of our trip to the Big Apple was spent at Eleven Madison Park which holds 3 Michelin stars and is rated the 4th best restaurant in the world by San Pellegrino. We arrived early and were led to the bar to enjoy some cocktails as the team briefing with a huge brigade was held on the dining floor. The restaurant is set in an impressive art deco building with a high gold leaf ceiling. A long tasting menu at $225 per head is served for lunch and dinner service alongside a limited menu in the bar area. The meal began with a small envelope containing a card with four choices, coffee, celery, cherry and strawberry. We were asked to pick one each and the choice would feature in some of the dishes during our meal, we chose cherry and strawberry. Our meal consisted of the following dishes: Cheddar ? savoury black and white cookie with apple. Oyster ? baked potato ice cream and caviar. Melon ? sala ...
Read full post on nomface.co.uk",18-Dec-14,Nomface
79,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"...Eleven Madison Park holds three Michelin stars and a ranking as one of the best restaurants in the world. Eleven Madison Park serves a French degustation menu with a New York twist ($225 a head). The ingredients are sourced from the New York area and surrounding states and provides the diner with an opportunity to experience the flavours and essence of New York. The meal was a journey of discovery which began with the entire table being asked to choose from either venison or duck for the main. We were also mysteriously asked to choose between four flavours ? apple, celery, cranberry and maple (but more on this later) by punching out the relevant leaf from the card that had been given us to. ...
Read full post on agirlhastoeat.com",14-Nov-14,Agirlhastoeat
80,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"07 Friday Nov 2014 I?m going to open this post with a very brave and bold statement. That is that I was recently fortunate enough to have had the best dining experience of my entire life to-date at Eleven Madison Park in New York City. A big call I know and I do encourage you to stay with me as I attempt to succinctly summarise... ...
Read full post on forfoodssake.net",7-Nov-14,Forfoodssake
82,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"I made the right decision because I had the BEST dining experience of my life. I died. It?s seriously THAT good. Eleven Madison Park is my kind of fine dining?> the food is phenomenal and is brilliantly showcased through whimsical plates of food art, complimented by exceptional service and a friendly atmosphere throughout our entire meal. Side: this restaurant has THREE Michelin Stars, Forbes Travel Guide Five Stars and the highest American rating for S. Pellegrino?s 50 Greatest Restaurants in the world (#4). You get a 14 course (tasting menu $225) ?> All of which, change daily depending on the freshest ingredients available. The first surprise of the meal is when they ask you ...
Read full post on cyneats.com",18-Aug-14,Cyneats
83,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"When you are on your way to one of the world?s best restaurants a number of things go through your mind. For me, normally whether I can afford it, and will it dish up what I hope for. This time around I had one main measuring stick, Columbus Circle?s Per Se . The walk from our friends place in Chelsea was short but very sweet. ...
Read full post on bleekong.wordpress.com",28-Jun-14,Ben Lee Kong
88,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"I picked this as my choice of fine dining options for NYC based upon it being the only restaurant that provided a different experience - all the rest seem to be variations on typical French fine cuisine. Eleven Madison Park has the exciting menu concept of picking a few ingredients and the restaurant will create a series of dishes. It is to be noted that the tasting menu negates this concept, but nonetheless I'm not disappointed in my choice. ...
Read full post on eatlikeushi.posthaven.com",3-Mar-14,Eat Like Ushi
90,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"POSITIVE
   I felt like a king!!. Excellent food! The flavors were a harmonious symphony! By far my favorite restaurant. It felt like there were 4 servers per table!

Will definite go again when in town. Remember to book ahead.",13-Feb-14,Mario Ferrero
91,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"It's not the kind of place you can visit on a whim because places are so sought after, however it's one of those restaurants that is truly world class. It's refreshing to see the young blood boldly delivering delicious dishes with an element of fun. They don't take themselves too seriously, but their critics sure as hell do. ...
Read full post on dollybakes.co.uk",3-Feb-14,DollyBakes
92,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"Chef Daniel Humm demonstrates theatrical flair while presenting one of the world?s finest dining experiences at Eleven Madison Park in New York City ...
Read full post on alaingayot.com",1-Feb-14,Alain Gayot
94,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"Food lists these days are aplenty and generally cause a right kafuffle; none more so than San Pellegrino?s Top 50 Restaurants. Shouts of corruption, unfairness and a general feeling that Heston Blumenthal should be bopped on the nose for his Dinner smashing right into the Top 10 are voiced from every corner. In a way, I feel t ...
Read full post on mrspetticoat.co.uk",14-Nov-13,Victoria ?Mrs? Petticoat
95,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"Email This BlogThis! Share to Twitter Share to Facebook By: Laurie Wallin Capital Cooking Contributor There?s one surefire thing about NYC ? no matter where you turn, there?s amazing food and wine waiting for you around every corner. My husband and I spent some time in the Big Apple over the weekend celebrating our anniversary and were lucky to dine enough at some of the city?s biggest gems ? Per Se, Le Bernadin, and Eleven Madison Park. The iconic blue doors of the French Laundry welcomed us to Per Se. We were whisked away to a romantic table for two overlooking the dining room and upon noticing that I?d placed my clutch on the floor, a server came over right away with a stool for my bag. The dining room is the epitome of romantic ? quiet, cozy, and a giant stone fireplace anchors the room. The view is absolutely outstanding, overlooking Central Park and the NYC skyline. ...
Read full post on capitalcookingshow.blogspot.com",11-Nov-13,Capital Cooking With Lauren DeSantis
96,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"RATED
  Normally a story needs to be told from the beginning but on very rare occasions the ending of a good story must come first. And the story of our afternoon at Eleven Madison Park is one of these exceptions. This was the best dining experience of our lives. Ever. No really, ever! Saying it is one thing but writing about it is entirely different. I do hope I am able to convey what an afternoon at Eleven Madison Park is like and why you must put it on your culinary bucket list, in the top five positions. ...
Read full post on afoodstory.com.au",9-Oct-13,A Food Story
97,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"This was the fanciest place I have ever been to that was not pretentious. It was a lot of fun there and not stuffy at all. They have an awesome rare beer menu with 8-10 Cantillon selections and other rarities that go up to $300 a bottle. ...
Read full post on twofoodiesinlove.wordpress.com",13-Sep-13,2foodiesinlove
99,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"Very quickly we began to notice how incredibly well rehearsed the service was in the room. It was like a complex dance. Each course seemed to have a natural and incredibly timed routine: ...
Read full post on abbeyskitchen.com",18-Aug-13,Abbey Sharp
100,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"The setting of the restaurant at 11 Madison Park is modern and smart, while the service was highly professional. Some meals had a bit of theatre and drama and while the food was prepared to a high standard and quality, in some dishes I didn?t think the ingredients always paired well in terms of flavour. There were some really clever techniques employed such as the numerous ways they utilised tomato, but in the end, it?s all about the taste and it didn?t reach the high levels I was expecting. ...
Read full post on perthfoodreviews.com",12-Aug-13,Shaun
101,"11 Madison Avenue, New York, NY 10010",NY 10010,Eleven Madison Park,600,"['Full Bar Available', 'Farm-to-Table', 'Michelin Starred']",4.7,excellent,"It was quite the wonderful experience. I remember being obsessed with three things, 1) Our waiter was freaking awesome. Someone you would just love to grab a drink with and hang out. 2) Said waiter made my favorite part of the entire meal, a vanilla egg cream that is 100% marked in my head as the best egg cream that I have ever had in my entire life so far. Ohmigod it was so amazing. 3) I was so excited about the deck of food cards they gave us in our goodie bag to take home. You?ll see them later ...
Read full post on chasingjamesbeard.com",2-Aug-13,Chasing James Beard
