review,rest_name,review_date_time,user_name
"Eleven Madison was by far the best dining experience thus far. From the moment we sat down, not receiving a menu, being completely surprised, sitting next to my hubby and enjoying every single bite- this restaurant was like a dream! The Picnic Basket of cheese made especially for the restaurant, as well as the craft beer made from Ithaca that is only available at this restaurant! Each course was incredible, from the surprise in the box to the 140 day dry aged beef and the palate pleasing beef broth we were given to sip on to get us ready for the beef course! WOW.   ...
Read full post on jessposhepny.com",Eleven Madison Park,9-Jul-13,Jess Poshepny Vallery
"POSITIVE
   What a magical evening. I flew from Australia to New york to eat here and it was well worth the flight. The service was amazing as too were the waitstaff. I definitely will be back... they treated me like a King it was the best restaurant I've been to... sorry Vue...",Eleven Madison Park,4-Jul-13,David Cooper
"Truly a Special Place. I wanted to treat my Husband to a night out and I pick this establishment.The cocktails are made to perfection.The food is truly awesome.You pay for what you get. The service was impeccable.

Thanks Brigitte Grisanti New York Food Groupie",Eleven Madison Park,12-Jun-13,Brigitte Grisanti New York
"Good but not great How do.... Good but not great

How do you show a huge raw steak and then serve something 1"" by 2"". That's what we experienced. And the dessert was really bad.

Watch out for an expensive night for a restaurant that was one great but not just good.

3 out of 5 starts.",Eleven Madison Park,16-May-13,Food Lover
"POSITIVE
   Food was good, experience was amazing.. Remember when your parents told you not to play with your food. EMP definitely didn't listen and it was one of the best dining experience I had. If you have 3 hours to spare in NYC, definitely get a table, if you can at EMP. The staff prepares for you about 18-22 dishes and the presentation is immaculate. Food was spectacular, but did meet my standard for a fine dining. EMP is more about the entire experience as the presentation was visually stunning and definitely worth the wait. Can't wait to go back and try more dishes.
Overall experience: TWO Thumbs up.",Eleven Madison Park,9-May-13,Purdey
"The French-inspired menu is, well, inspired! We'd barely settled into our first evening, getting through the amuse bouches when the final one - a signature beet and goats cheese lollipop - had us in raptures. We immediately asked the wait staff if we could book a table for a return visit - on that occasion, we availed ourselves of the degustation. More courses, albeit many of them being the same as our first foray, demonstrated an extraordinary level of skill and an amazing palate from Humm and his team. While the team serving us was different, we once again connected with sommelier Robert who recommended more wine choices, including a delightful bottle of red from, of all places, Walla Walla. ...
Read full post on thefoodieworld.com.au",Eleven Madison Park,9-May-13,Greedy Girl
"Impeccable service, but food failed to live up to expectations – it was great, but there was no wow-factor. Tasting menu only - $195, plus tax and tip. Except their morning-after gift - a jar of granola - was the absolute bomb. It needs a special mention all on its own. ...
Read full post on asheepishflog.blogspot.com",Eleven Madison Park,26-Apr-13,Sheepish
"I can honestly say that my meal at Eleven Madison Park was one of the most memorable dining experiences I’ve had! ...
Read full post on wherejessate.com",Eleven Madison Park,26-Apr-13,Jess W.
"POSITIVE
   Exceptional food and service. Worthy of it's 3* Michelin rating. E everything exquisite and amuse bouches heighten the experience.",Eleven Madison Park,22-Mar-13,Executive
"POSITIVE
   Wonderful.......!!!. Absolutely delicious. Me and my wife wanted to dine this place for a long tile and finally made it, we were highly satisfied. Nice chic restaurant, great food, nice ambiance and wonderful service. we will come back",Eleven Madison Park,21-Feb-13,Joe Pezzoronni
"Although this post is admittedly overdue, I've thought back many times on our meal at Eleven Madison Park and still feel giddy when I remember the remarkable food and attentive, warm, and decidedly unpretentious service. ...
Read full post on nomsnotbombs.com",Eleven Madison Park,4-Feb-13,Nomsnotbombs
"Carrot tartare [was] by far the most carroty thing I’ve ever tasted. This was UNREAL.

This dish was created to give a nod to the famous steak houses of New York, which were traditionally the staple of fine dining in the city. Steak Tartare was a popular “luxury dish,” and this is Daniel Humm’s way of reinventing it. ...
Read full post on justaddcheese.com",Eleven Madison Park,9-Jan-13,Meesh
"On every level, this meal was top notch: visually, emotionally, taste-wise – and it was all woven together with fabulous service and excellent pacing. More than a fine meal, this was a dining experience. My expectations, though lofty, were met and easily exceeded. Eleven Madison Park’s top-ten designation from San Pellegrino is well deserved and ranks as one of my top meals, not just for 2012, but of all-time. ...
Read full post on foodpr0n.com",Eleven Madison Park,8-Jan-13,Foodpr0n.com
"POSITIVE
   Eleven out of ten!. We had booked in to Eleven Madison Park for dinner, but unfortunately it was closed due to the hurricane. We were very pleased that we were able to be fit in for a lunch reservation a few days later. The whole experience was just mind blowing. The service was absolutely fantastic, polished but not stuffy at all. The building is amazing, and although the restaurant was quite busy it felt very intimate. I will keep this review short because I could really go on forever! We were there for 5 hours total, having the tasting menu with matching wines. The food was sensational, and quirky and fun. The main was the best duck I have had the pleasure of eating. I could not recommend this place highly enough. An absolute must if you enjoy fine dining.",Eleven Madison Park,12-Dec-12,Hannah Budge
"The chickpea punis was delicately fried and nicely crispy to the bite. It was garnished with a strip of orange peel, dill and yogurt sauce. It was pleasant but nowhere near as moreish as the bites that preceded it. This was accompanied by yoghurt lollipops that were coated with Madras curry powder and lentils. The frozen yoghurt was lovely and refreshing. ...
Read full post on toasttoroast.com",Eleven Madison Park,6-Dec-12,ToasttoRoast
,Eleven Madison Park,6-Dec-12,Joe
"This was our number one meal in NYC. It wowed us in every way. The polished service, the incredibly wonderful food, everything about it. It was an experience. Our ultimate eating experience. We went for lunch and opted for the tasting menu with matched vino. The menu was a journey and definitely one to be undertaken when you have a good appetite! There are an abundance of courses and each one is a sheer delight. Granted, it isn’t a cheap experience but if you are looking for a meal that takes your breath away then this is where to head. Sublime, just so sublime. ...
Read full post on perthmunchkin.com",Eleven Madison Park,11-Oct-12,Carly Jane
"When I was planning our trip to New York, I was pretty confident that during the trip we would be indulging in the best meal of our lives and, thankfully, I wasn’t wrong. ...
Read full post on greedyguts.wordpress.com",Eleven Madison Park,6-Oct-12,Greedy Guts
"4 courses for $75 for lunch is an unbelievable deal and you will have at least 10 different very international wait staff serve you. Foie gras, lobster, beef, pork, chamomile, quail’s egg. The monologues preceding each course is absolute decadence. Prepare to keep a stiff back the entire time because this is some of the finest fine dining. Rather foreign, considering my eating stance is usually hunched over with minimal eye contact to those around me.

...
Read full post on dangerousduplicity.com",Eleven Madison Park,30-Jun-12,Dangerousduplicity
